44.098259,33.287209,52.501791,60.477286,73.644116,26.705139,96.29805,164.434615,135.921404,101.90047,168.028406,141.230618,119.966191,160.074704,146.176804,0.000000
68.943805,29.01133,30.948521,148.513553,148.014315,10.62512,151.811976,129.389985,175.061622,149.206189,139.423648,173.443833,162.322955,150.532654,170.786763,0.000000
66.93798,27.524076,30.171654,149.225786,147.918917,10.659035,152.137491,129.62326,178.028623,149.510213,139.336322,174.952992,162.959071,149.640358,169.233032,0.000000
67.130924,28.308066,29.590886,148.809713,145.430441,12.237348,147.834698,127.833462,162.014916,150.739057,135.657351,167.371112,161.362245,147.576777,165.173112,0.000000
70.257234,28.144565,30.402509,146.136985,148.025484,8.103626,151.492498,130.79132,177.319674,150.610898,140.566374,171.286116,164.029521,151.43638,169.748013,0.000000
66.309811,28.232341,30.867561,148.170349,146.825306,10.24865,151.717878,127.411955,177.975557,151.817911,137.544335,172.877625,166.196781,149.195619,168.747118,0.000000
67.916009,30.533344,29.898539,143.947593,145.764378,11.706948,146.957872,126.597462,165.983091,151.853754,133.499814,165.858902,163.281064,146.133518,162.468866,0.000000
66.134042,28.051353,31.731748,142.894736,147.793186,10.297604,149.271548,126.307412,167.828276,154.061185,135.34983,166.479821,165.231656,147.899853,164.324543,0.000000
65.450241,28.184533,31.081589,144.15908,146.143163,10.041787,146.565247,129.01701,176.25685,151.620108,137.082556,170.064312,162.304435,148.355615,167.211609,0.000000
64.504169,29.10722,29.213201,144.250787,145.667676,10.099031,146.402255,128.362709,173.329895,150.348077,136.716663,169.35822,162.539019,149.090288,165.504981,0.000000
41.451218,30.374841,48.32908,53.887559,6.604468,3.721629,8.67815,162.366963,6.981381,5.191606,170.595183,6.102551,16.08927,159.990623,5.993465,1.000000
37.228223,36.400946,30.374803,65.322703,5.794369,2.820391,7.003589,162.503757,5.141316,4.158671,171.466403,5.694965,16.314245,160.215524,9.597523,1.000000
38.369296,30.012158,42.507612,91.262763,6.671258,3.392821,8.107681,166.300134,6.476689,5.273306,171.563745,7.806077,13.696469,164.053628,6.516923,1.000000
39.759762,31.473407,42.782064,88.214816,6.974851,3.323999,8.456158,165.864889,6.429421,4.810398,171.838868,7.139604,12.336713,163.483876,4.021915,1.000000
38.282932,28.352639,39.548047,89.842298,7.414901,3.472359,8.832035,165.394631,7.366709,5.375821,170.944266,7.330268,12.322741,163.19915,5.192707,1.000000
41.383399,31.431405,48.034529,88.376013,6.405579,2.831321,8.480569,165.804372,6.48566,4.874993,172.66494,7.667116,12.780549,164.596646,4.85084,1.000000
39.730715,29.222064,37.428427,90.045085,6.767629,3.497904,8.205054,166.30231,6.337173,5.207648,171.662134,6.786331,11.610144,164.787301,5.597785,1.000000
42.56541,29.127465,41.92034,92.051608,6.618292,3.368204,8.227331,165.255377,6.137505,4.826576,172.837459,7.911404,12.174024,164.992654,5.497463,1.000000
40.956743,28.652892,41.229747,86.493917,6.779432,3.249493,7.956035,165.397611,5.940512,5.142595,172.560718,7.294433,12.02232,164.081064,4.61555,1.000000
40.689906,27.643988,40.706737,92.725218,6.487343,2.763687,7.206156,165.369318,5.199918,4.629162,172.826894,7.804571,12.230846,163.822844,5.116595,1.000000
